date,P10,P25,P50,P75,P90,P95
2024-11-20,-6.95,-1.4,4.7,10.79,16.34,19.61
2024-11-21,-7.48,-1.93,4.16,10.26,15.81,19.08
2024-11-22,-7.72,-2.17,3.92,10.02,15.57,18.84
2024-11-25,-8.17,-2.62,3.47,9.57,15.12,18.39
2024-11-26,-9.66,-4.11,1.99,8.08,13.63,16.9
2024-11-27,-10.55,-5.0,1.09,7.18,12.73,16.01
2024-11-28,-10.85,-5.3,0.79,6.89,12.43,15.71
2024-11-29,-11.15,-5.61,0.49,6.58,12.13,15.4
2024-12-02,-13.64,-8.09,-2.0,4.09,9.64,12.92
2024-12-03,-15.21,-9.66,-3.57,2.52,8.07,11.35
2024-12-04,-15.19,-9.64,-3.55,2.54,8.09,11.37
2024-12-05,-15.37,-9.83,-3.73,2.36,7.91,11.18
2024-12-06,-15.0,-9.46,-3.36,2.73,8.28,11.55
2024-12-09,-15.16,-9.62,-3.52,2.57,8.12,11.39
2024-12-10,-15.99,-10.44,-4.35,1.75,7.29,10.57
2024-12-11,-16.1,-10.56,-4.46,1.63,7.18,10.45
2024-12-12,-16.12,-10.57,-4.48,1.62,7.17,10.44
2024-12-13,-15.83,-10.28,-4.19,1.91,7.46,10.73
2024-12-16,-16.18,-10.63,-4.54,1.56,7.11,10.38
2024-12-17,-15.87,-10.32,-4.23,1.86,7.41,10.69
2024-12-18,-14.59,-9.04,-2.95,3.14,8.69,11.97
2024-12-19,-14.64,-9.09,-3.0,3.1,8.65,11.92
2024-12-20,-10.25,-4.71,1.39,7.48,13.03,16.3
2024-12-23,-9.98,-4.43,1.66,7.76,13.31,16.58
2024-10-28,-2.51,3.03,9.13,15.22,20.77,24.04
2024-10-29,-5.63,-0.08,6.01,12.11,17.66,20.93
2024-10-30,-8.14,-2.59,3.5,9.59,15.14,18.42
2024-10-31,-10.4,-4.85,1.24,7.34,12.89,16.16
2024-11-01,-9.94,-4.39,1.7,7.79,13.34,16.62
2024-11-04,-8.35,-2.81,3.29,9.38,14.93,18.2
2024-11-05,-10.15,-4.6,1.49,7.58,13.13,16.41
2024-11-06,-13.3,-7.76,-1.66,4.43,9.98,13.25
2024-11-07,-14.62,-9.08,-2.98,3.11,8.66,11.93
2024-11-08,-12.22,-6.67,-0.58,5.52,11.06,14.34
2024-11-11,-11.67,-6.12,-0.02,6.07,11.62,14.89
2024-11-12,-9.44,-3.89,2.2,8.3,13.84,17.12
2024-11-13,-7.18,-1.63,4.46,10.55,16.1,19.38
2024-11-14,-7.05,-1.5,4.59,10.69,16.23,19.51
2024-11-18,-6.72,-1.17,4.92,11.02,16.56,19.84
2024-11-19,-7.49,-1.94,4.15,10.24,15.79,19.07
2024-11-20,-7.58,-2.03,4.06,10.16,15.7,18.98
2024-11-21,-7.27,-1.72,4.38,10.47,16.02,19.29
2024-11-22,-7.94,-2.39,3.7,9.79,15.34,18.62
2024-11-25,-8.57,-3.02,3.07,9.16,14.71,17.99
2024-11-26,-10.04,-4.49,1.6,7.7,13.25,16.52
2024-11-27,-10.19,-4.64,1.45,7.55,13.09,16.37
2024-11-28,-10.58,-5.03,1.06,7.15,12.7,15.98
2024-11-29,-11.26,-5.71,0.38,6.48,12.02,15.3
2024-12-02,-13.94,-8.39,-2.3,3.79,9.34,12.61
2024-12-03,-15.38,-9.83,-3.73,2.36,7.91,11.18
2024-12-04,-14.97,-9.42,-3.33,2.76,8.31,11.59
2024-12-05,-14.73,-9.18,-3.09,3.01,8.55,11.83
2024-12-06,-13.96,-8.41,-2.32,3.78,9.33,12.6
2024-12-09,-13.55,-8.0,-1.91,4.18,9.73,13.01
2024-12-10,-14.83,-9.28,-3.19,2.9,8.45,11.73
2024-12-11,-14.85,-9.3,-3.2,2.89,8.44,11.71
2024-12-12,-14.55,-9.01,-2.91,3.18,8.73,12.0
2024-12-13,-14.59,-9.04,-2.95,3.15,8.7,11.97
2024-12-16,-12.54,-6.99,-0.9,5.19,10.74,14.02
2024-12-17,-13.56,-8.01,-1.92,4.18,9.73,13.0
2024-12-18,-13.31,-7.76,-1.67,4.42,9.97,13.25
2024-12-19,-13.48,-7.93,-1.83,4.26,9.81,13.08
2024-12-20,-9.92,-4.37,1.73,7.82,13.37,16.64
2024-12-23,-9.12,-3.57,2.52,8.61,14.16,17.44
2024-10-28,-4.94,0.6,6.7,12.79,18.34,21.61
2024-10-29,-6.11,-0.56,5.53,11.63,17.18,20.45
2024-10-30,-8.03,-2.48,3.61,9.7,15.25,18.53
2024-10-31,-10.08,-4.53,1.57,7.66,13.21,16.48
2024-11-01,-11.05,-5.5,0.59,6.69,12.24,15.51
2024-11-04,-9.38,-3.83,2.26,8.36,13.9,17.18
2024-11-05,-10.2,-4.65,1.44,7.54,13.09,16.36
2024-11-06,-11.99,-6.44,-0.35,5.75,11.29,14.57
2024-11-07,-14.01,-8.46,-2.37,3.73,9.27,12.55
2024-11-08,-10.96,-5.41,0.69,6.78,12.33,15.6
2024-11-11,-11.18,-5.63,0.46,6.55,12.1,15.38
2024-11-12,-8.09,-2.54,3.55,9.64,15.19,18.47
2024-11-13,-4.77,0.78,6.87,12.97,18.52,21.79
2024-11-14,-4.88,0.67,6.76,12.86,18.41,21.68
2024-11-18,-4.71,0.83,6.93,13.02,18.57,21.84
2024-11-19,-5.34,0.21,6.3,12.4,17.94,21.22
2024-11-20,-5.49,0.06,6.15,12.24,17.79,21.06
2024-11-21,-5.22,0.32,6.42,12.51,18.06,21.33
2024-11-22,-7.09,-1.54,4.55,10.65,16.2,19.47
2024-11-25,-8.11,-2.57,3.53,9.62,15.17,18.44
2024-11-26,-9.79,-4.24,1.86,7.95,13.5,16.77
2024-11-27,-10.13,-4.58,1.51,7.6,13.15,16.43
2024-11-28,-10.61,-5.06,1.03,7.12,12.67,15.95
2024-11-29,-11.1,-5.56,0.54,6.63,12.18,15.45
2024-12-02,-12.02,-6.47,-0.38,5.72,11.26,14.54
2024-12-03,-12.75,-7.2,-1.11,4.98,10.53,13.81
2024-12-04,-15.16,-9.61,-3.52,2.58,8.13,11.4
2024-12-05,-14.73,-9.18,-3.08,3.01,8.56,11.83
2024-12-06,-14.71,-9.16,-3.07,3.03,8.57,11.85
2024-12-09,-15.31,-9.77,-3.67,2.42,7.97,11.24
2024-12-10,-15.27,-9.72,-3.62,2.47,8.02,11.29
2024-12-11,-15.26,-9.71,-3.62,2.48,8.03,11.3
2024-12-12,-14.45,-8.9,-2.81,3.29,8.84,12.11
2024-12-13,-14.98,-9.43,-3.34,2.76,8.3,11.58
2024-12-16,-14.8,-9.25,-3.15,2.94,8.49,11.76
2024-12-17,-15.16,-9.62,-3.52,2.57,8.12,11.39
2024-12-18,-14.08,-8.53,-2.43,3.66,9.21,12.48
2024-12-19,-13.79,-8.24,-2.15,3.95,9.49,12.77
2024-12-20,-9.95,-4.4,1.69,7.79,13.34,16.61
2024-12-23,-9.57,-4.02,2.07,8.17,13.72,16.99
2024-10-28,-5.57,-0.03,6.07,12.16,17.71,20.98
2024-10-29,-5.62,-0.07,6.02,12.12,17.67,20.94
2024-10-30,-7.3,-1.75,4.34,10.44,15.98,19.26
2024-10-31,-10.59,-5.04,1.05,7.14,12.69,15.97
2024-11-01,-11.92,-6.38,-0.28,5.81,11.36,14.63
2024-11-04,-9.58,-4.04,2.06,8.15,13.7,16.97
2024-11-05,-11.36,-5.81,0.28,6.38,11.92,15.2
2024-11-06,-14.68,-9.13,-3.04,3.05,8.6,11.88
2024-11-07,-15.3,-9.75,-3.66,2.44,7.99,11.26
2024-11-08,-11.24,-5.69,0.4,6.49,12.04,15.32
2024-11-11,-11.29,-5.75,0.35,6.44,11.99,15.26
2024-11-12,-8.5,-2.95,3.15,9.24,14.79,18.06
2024-11-13,-2.39,3.15,9.25,15.34,20.89,24.16
2024-11-14,-2.32,3.23,9.33,15.42,20.97,24.24
2024-11-18,-4.91,0.64,6.73,12.82,18.37,21.65
2024-11-19,-6.38,-0.83,5.27,11.36,16.91,20.18
2024-11-20,-6.92,-1.37,4.72,10.82,16.37,19.64
2024-11-21,-6.85,-1.3,4.8,10.89,16.44,19.71
2024-11-22,-8.15,-2.6,3.49,9.58,15.13,18.41
2024-11-25,-7.81,-2.26,3.83,9.92,15.47,18.75
2024-11-26,-10.23,-4.68,1.41,7.51,13.06,16.33
2024-11-27,-10.12,-4.57,1.52,7.61,13.16,16.44
2024-11-28,-11.02,-5.47,0.62,6.72,12.26,15.54
2024-11-29,-11.38,-5.83,0.26,6.36,11.91,15.18
2024-12-02,-12.33,-6.79,-0.69,5.4,10.95,14.22
2024-12-03,-13.19,-7.65,-1.55,4.54,10.09,13.36
2024-12-04,-13.92,-8.37,-2.28,3.81,9.36,12.64
2024-12-05,-14.31,-8.76,-2.67,3.43,8.97,12.25
2024-12-06,-14.32,-8.77,-2.68,3.42,8.96,12.24
2024-12-09,-15.97,-10.42,-4.33,1.77,7.32,10.59
2024-12-10,-14.0,-8.45,-2.36,3.74,9.29,12.56
2024-12-11,-13.23,-7.68,-1.59,4.51,10.06,13.33
2024-12-12,-14.86,-9.31,-3.22,2.87,8.42,11.7
2024-12-13,-12.2,-6.65,-0.56,5.53,11.08,14.36
2024-12-16,-11.69,-6.15,-0.05,6.04,11.59,14.86
2024-12-17,-14.02,-8.47,-2.38,3.71,9.26,12.54
2024-12-18,-13.88,-8.34,-2.24,3.85,9.4,12.67
2024-12-19,-13.1,-7.56,-1.46,4.63,10.18,13.45
2024-12-20,-11.19,-5.64,0.45,6.55,12.1,15.37
2024-12-23,-11.59,-6.04,0.05,6.15,11.7,14.97
2024-10-28,-2.88,2.67,8.76,14.86,20.4,23.68
2024-10-29,-2.39,3.16,9.25,15.34,20.89,24.17
2024-10-30,-4.42,1.13,7.23,13.32,18.87,22.14
2024-10-31,-10.69,-5.14,0.95,7.05,12.59,15.87
2024-11-01,-10.68,-5.13,0.96,7.05,12.6,15.88
2024-11-04,-9.46,-3.91,2.18,8.27,13.82,17.1
2024-11-05,-10.92,-5.37,0.72,6.82,12.36,15.64
2024-11-06,-12.68,-7.13,-1.04,5.06,10.6,13.88
2024-11-07,-13.69,-8.14,-2.05,4.05,9.6,12.87
2024-11-08,-11.74,-6.19,-0.1,5.99,11.54,14.82
2024-11-11,-11.85,-6.3,-0.2,5.89,11.44,14.71
2024-11-12,-6.45,-0.9,5.19,11.29,16.84,20.11
2024-11-13,-2.57,2.97,9.07,15.16,20.71,23.98
2024-11-14,-2.82,2.73,8.83,14.92,20.47,23.74
2024-11-18,-2.53,3.02,9.12,15.21,20.76,24.03
2024-11-19,-2.92,2.63,8.73,14.82,20.37,23.64
2024-11-20,-2.74,2.81,8.9,15.0,20.54,23.82
2024-11-21,-1.31,4.23,10.33,16.42,21.97,25.24
2024-11-22,-2.36,3.19,9.28,15.38,20.93,24.2
2024-11-25,-6.52,-0.97,5.12,11.22,16.77,20.04
2024-11-26,-9.11,-3.57,2.53,8.62,14.17,17.44
2024-11-27,-10.18,-4.64,1.46,7.55,13.1,16.37
2024-11-28,-10.31,-4.76,1.34,7.43,12.98,16.25
2024-11-29,-10.95,-5.4,0.69,6.78,12.33,15.61
2024-12-02,-14.1,-8.55,-2.45,3.64,9.19,12.46
2024-12-03,-12.7,-7.16,-1.06,5.03,10.58,13.85
2024-12-04,-13.22,-7.68,-1.58,4.51,10.06,13.33
2024-12-05,-13.41,-7.86,-1.76,4.33,9.88,13.15
2024-12-06,-15.59,-10.05,-3.95,2.14,7.69,10.96
2024-12-09,-15.42,-9.87,-3.78,2.31,7.86,11.14
2024-12-10,-16.26,-10.71,-4.62,1.47,7.02,10.3
2024-12-11,-16.14,-10.59,-4.5,1.6,7.14,10.42
2024-12-12,-15.67,-10.12,-4.03,2.07,7.61,10.89
2024-12-13,-16.06,-10.51,-4.42,1.67,7.22,10.5
2024-12-16,-15.41,-9.86,-3.76,2.33,7.88,11.15
2024-12-17,-16.04,-10.49,-4.4,1.69,7.24,10.52
2024-12-18,-13.86,-8.31,-2.21,3.88,9.43,12.7
2024-12-19,-14.45,-8.91,-2.81,3.28,8.83,12.1
2024-12-20,-10.04,-4.5,1.6,7.69,13.24,16.51
2024-12-23,-10.25,-4.7,1.39,7.48,13.03,16.31
2024-10-28,-4.81,0.73,6.83,12.92,18.47,21.74
2024-10-29,-6.57,-1.02,5.07,11.16,16.71,19.99
2024-10-30,-8.18,-2.63,3.47,9.56,15.11,18.38
2024-10-31,-10.62,-5.07,1.03,7.12,12.67,15.94
2024-11-01,-10.7,-5.15,0.95,7.04,12.59,15.86
2024-11-04,-8.72,-3.17,2.92,9.01,14.56,17.84
2024-11-05,-11.26,-5.72,0.38,6.47,12.02,15.29
2024-11-06,-13.84,-8.29,-2.2,3.89,9.44,12.72
2024-11-07,-13.45,-7.91,-1.81,4.28,9.83,13.1
2024-11-08,-11.82,-6.28,-0.18,5.91,11.46,14.73
2024-11-11,-11.67,-6.12,-0.02,6.07,11.62,14.89
2024-11-12,-9.16,-3.61,2.48,8.58,14.13,17.4
2024-11-13,-6.1,-0.55,5.54,11.64,17.19,20.46
2024-11-14,-6.35,-0.8,5.29,11.39,16.94,20.21
2024-11-18,-5.6,-0.05,6.04,12.14,17.68,20.96
2024-11-19,-7.07,-1.52,4.57,10.67,16.22,19.49
2024-11-20,-8.17,-2.62,3.48,9.57,15.12,18.39
2024-11-21,-5.92,-0.37,5.72,11.81,17.36,20.64
2024-11-22,-8.1,-2.55,3.55,9.64,15.19,18.46
2024-11-25,-8.09,-2.54,3.55,9.65,15.19,18.47
2024-11-26,-9.56,-4.01,2.08,8.17,13.72,17.0
2024-11-27,-10.46,-4.91,1.18,7.28,12.82,16.1
2024-11-28,-10.87,-5.32,0.77,6.87,12.41,15.69
2024-11-29,-11.8,-6.25,-0.16,5.94,11.48,14.76
2024-12-02,-13.8,-8.25,-2.15,3.94,9.49,12.76
2024-12-03,-14.13,-8.58,-2.49,3.6,9.15,12.43
2024-12-04,-13.62,-8.08,-1.98,4.11,9.66,12.93
2024-12-05,-13.75,-8.21,-2.11,3.98,9.53,12.8
2024-12-06,-14.15,-8.61,-2.51,3.58,9.13,12.4
2024-12-09,-15.77,-10.22,-4.13,1.96,7.51,10.79
2024-12-10,-15.8,-10.25,-4.16,1.93,7.48,10.76
2024-12-11,-15.63,-10.08,-3.98,2.11,7.66,10.93
2024-12-12,-15.57,-10.02,-3.93,2.17,7.72,10.99
2024-12-13,-15.42,-9.87,-3.78,2.31,7.86,11.14
2024-12-16,-15.49,-9.94,-3.84,2.25,7.8,11.07
2024-12-17,-15.43,-9.89,-3.79,2.3,7.85,11.12
2024-12-18,-13.57,-8.02,-1.93,4.17,9.71,12.99
2024-12-19,-14.19,-8.64,-2.55,3.55,9.1,12.37
2024-12-20,-10.27,-4.72,1.38,7.47,13.02,16.29
2024-12-23,-10.13,-4.59,1.51,7.6,13.15,16.42
2024-10-28,-1.84,3.71,9.8,15.89,21.44,24.71
2024-10-29,-1.92,3.63,9.73,15.82,21.37,24.64
2024-10-30,-6.4,-0.85,5.24,11.33,16.88,20.16
2024-10-31,-10.05,-4.5,1.59,7.68,13.23,16.51
2024-11-01,-10.9,-5.35,0.74,6.83,12.38,15.66
2024-11-04,-9.37,-3.82,2.27,8.37,13.91,17.19
2024-11-05,-10.43,-4.88,1.21,7.31,12.86,16.13
2024-11-06,-13.29,-7.74,-1.65,4.45,10.0,13.27
2024-11-07,-14.56,-9.01,-2.92,3.17,8.72,12.0
2024-11-08,-11.42,-5.88,0.22,6.31,11.86,15.13
2024-11-11,-11.46,-5.91,0.19,6.28,11.83,15.1
2024-11-12,-8.0,-2.45,3.64,9.74,15.28,18.56
2024-11-13,-6.78,-1.23,4.87,10.96,16.51,19.78
2024-11-14,-5.71,-0.16,5.93,12.03,17.57,20.85
2024-11-18,-6.3,-0.75,5.34,11.44,16.98,20.26
2024-11-19,-6.64,-1.1,5.0,11.09,16.64,19.91
2024-11-20,-6.81,-1.26,4.83,10.92,16.47,19.75
2024-11-21,-5.87,-0.32,5.77,11.86,17.41,20.69
2024-11-22,-6.69,-1.15,4.95,11.04,16.59,19.86
2024-11-25,-7.96,-2.41,3.68,9.77,15.32,18.6
2024-11-26,-9.86,-4.31,1.79,7.88,13.43,16.7
2024-11-27,-10.06,-4.51,1.58,7.67,13.22,16.5
2024-11-28,-9.67,-4.13,1.97,8.06,13.61,16.88
2024-11-29,-10.55,-5.01,1.09,7.18,12.73,16.0
2024-12-02,-13.71,-8.16,-2.06,4.03,9.58,12.85
2024-12-03,-14.09,-8.54,-2.44,3.65,9.2,12.47
2024-12-04,-14.13,-8.58,-2.48,3.61,9.16,12.43
2024-12-05,-14.67,-9.13,-3.03,3.06,8.61,11.88
2024-12-06,-15.26,-9.71,-3.62,2.48,8.03,11.3
2024-12-09,-15.02,-9.47,-3.38,2.71,8.26,11.54
2024-12-10,-16.16,-10.61,-4.52,1.58,7.12,10.4
2024-12-11,-16.06,-10.51,-4.42,1.68,7.23,10.5
2024-12-12,-15.15,-9.61,-3.51,2.58,8.13,11.4
2024-12-13,-14.79,-9.25,-3.15,2.94,8.49,11.76
2024-12-16,-15.33,-9.79,-3.69,2.4,7.95,11.22
2024-12-17,-15.22,-9.67,-3.58,2.51,8.06,11.34
2024-12-18,-14.31,-8.76,-2.67,3.42,8.97,12.25
2024-12-19,-14.25,-8.7,-2.61,3.48,9.03,12.31
2024-12-20,-10.32,-4.77,1.32,7.42,12.97,16.24
2024-12-23,-10.23,-4.68,1.41,7.51,13.06,16.33
2024-10-28,-3.09,2.45,8.55,14.64,20.19,23.46
2024-10-29,-3.37,2.17,8.27,14.36,19.91,23.18
2024-10-30,-8.52,-2.97,3.13,9.22,14.77,18.04
2024-10-31,-10.42,-4.87,1.22,7.32,12.86,16.14
2024-11-01,-11.74,-6.19,-0.1,5.99,11.54,14.82
2024-11-04,-9.78,-4.23,1.86,7.95,13.5,16.78
2024-11-05,-11.68,-6.13,-0.04,6.05,11.6,14.88
2024-11-06,-13.71,-8.17,-2.07,4.02,9.57,12.84
2024-11-07,-14.41,-8.87,-2.77,3.32,8.87,12.14
2024-11-08,-12.12,-6.57,-0.48,5.61,11.16,14.44
2024-11-11,-11.76,-6.21,-0.12,5.98,11.53,14.8
2024-11-12,-8.69,-3.14,2.95,9.05,14.59,17.87
2024-11-13,-5.16,0.39,6.48,12.58,18.13,21.4
2024-11-14,-6.11,-0.57,5.53,11.62,17.17,20.44
2024-11-18,-6.0,-0.45,5.64,11.74,17.28,20.56
2024-11-19,-6.64,-1.1,5.0,11.09,16.64,19.91
2024-11-20,-7.94,-2.39,3.7,9.8,15.35,18.62
2024-11-21,-6.98,-1.43,4.66,10.75,16.3,19.58
2024-11-22,-7.34,-1.8,4.3,10.39,15.94,19.21
2024-11-25,-8.68,-3.14,2.96,9.05,14.6,17.87
2024-11-26,-10.61,-5.06,1.04,7.13,12.68,15.95
2024-11-27,-11.09,-5.55,0.55,6.64,12.19,15.46
2024-11-28,-11.48,-5.94,0.16,6.25,11.8,15.07
2024-11-29,-11.85,-6.3,-0.21,5.88,11.43,14.71
2024-12-02,-14.87,-9.33,-3.23,2.86,8.41,11.68
2024-12-03,-13.88,-8.34,-2.24,3.85,9.4,12.67
2024-12-04,-13.91,-8.36,-2.27,3.82,9.37,12.65
2024-12-05,-14.16,-8.61,-2.52,3.57,9.12,12.4
2024-12-06,-14.95,-9.4,-3.31,2.79,8.33,11.61
2024-12-09,-15.04,-9.49,-3.4,2.69,8.24,11.52
2024-12-10,-16.24,-10.69,-4.6,1.5,7.05,10.32
2024-12-11,-16.02,-10.47,-4.38,1.72,7.27,10.54
2024-12-12,-15.65,-10.1,-4.01,2.08,7.63,10.91
2024-12-13,-16.48,-10.93,-4.83,1.26,6.81,10.08
2024-12-16,-15.98,-10.43,-4.34,1.76,7.31,10.58
2024-12-17,-16.05,-10.51,-4.41,1.68,7.23,10.5
2024-12-18,-14.38,-8.83,-2.74,3.36,8.91,12.18
2024-12-19,-14.26,-8.72,-2.62,3.47,9.02,12.29
2024-12-20,-10.05,-4.5,1.59,7.68,13.23,16.51
2024-12-23,-9.41,-3.86,2.24,8.33,13.88,17.15
2024-10-28,-3.81,1.74,7.84,13.93,19.48,22.75
2024-10-29,-3.43,2.12,8.21,14.31,19.85,23.13
2024-10-30,-7.37,-1.82,4.27,10.37,15.92,19.19
2024-10-31,-11.06,-5.51,0.58,6.67,12.22,15.5
2024-11-01,-12.11,-6.57,-0.47,5.62,11.17,14.44
2024-11-04,-9.91,-4.36,1.74,7.83,13.38,16.65
2024-11-05,-11.77,-6.22,-0.13,5.97,11.51,14.79
2024-11-06,-13.84,-8.29,-2.2,3.9,9.45,12.72
2024-11-07,-14.3,-8.75,-2.65,3.44,8.99,12.26
2024-11-08,-11.77,-6.22,-0.13,5.96,11.51,14.78
2024-11-11,-11.71,-6.16,-0.06,6.03,11.58,14.85
2024-11-12,-8.62,-3.07,3.02,9.12,14.67,17.94
2024-11-13,-5.35,0.2,6.3,12.39,17.94,21.21
2024-11-14,-6.64,-1.09,5.0,11.09,16.64,19.92
2024-11-18,-6.41,-0.86,5.23,11.32,16.87,20.14
2024-11-19,-8.32,-2.77,3.32,9.42,14.96,18.24
2024-11-20,-8.58,-3.03,3.06,9.15,14.7,17.98
2024-11-21,-7.05,-1.51,4.59,10.68,16.23,19.5
2024-11-22,-8.52,-2.97,3.12,9.22,14.77,18.04
2024-11-25,-8.17,-2.62,3.48,9.57,15.12,18.39
2024-11-26,-10.27,-4.72,1.37,7.46,13.01,16.29
2024-11-27,-10.51,-4.97,1.13,7.22,12.77,16.04
2024-11-28,-10.75,-5.21,0.89,6.98,12.53,15.8
2024-11-29,-11.28,-5.73,0.36,6.46,12.01,15.28
2024-12-02,-13.85,-8.3,-2.2,3.89,9.44,12.71
2024-12-03,-15.29,-9.74,-3.65,2.44,7.99,11.27
2024-12-04,-14.96,-9.41,-3.31,2.78,8.33,11.6
2024-12-05,-15.62,-10.07,-3.98,2.12,7.67,10.94
2024-12-06,-14.85,-9.3,-3.21,2.89,8.44,11.71
2024-12-09,-15.8,-10.25,-4.16,1.93,7.48,10.76
2024-12-10,-15.38,-9.83,-3.74,2.36,7.91,11.18
2024-12-11,-15.55,-10.0,-3.9,2.19,7.74,11.01
2024-12-12,-15.52,-9.97,-3.88,2.21,7.76,11.04
2024-12-13,-15.11,-9.57,-3.47,2.62,8.17,11.44
2024-12-16,-15.16,-9.61,-3.52,2.58,8.13,11.4
2024-12-17,-15.78,-10.23,-4.13,1.96,7.51,10.78
2024-12-18,-14.01,-8.46,-2.37,3.72,9.27,12.54
2024-12-19,-14.4,-8.85,-2.76,3.34,8.88,12.16
2024-12-20,-10.77,-5.23,0.87,6.96,12.51,15.78
2024-12-23,-11.14,-5.59,0.5,6.6,12.14,15.42
2024-10-28,-5.83,-0.28,5.81,11.91,17.46,20.73
2024-10-29,-6.7,-1.15,4.95,11.04,16.59,19.86
2024-10-30,-8.23,-2.68,3.41,9.5,15.05,18.33
2024-10-31,-8.64,-3.09,3.01,9.1,14.65,17.92
2024-11-01,-9.03,-3.48,2.62,8.71,14.26,17.53
2024-11-04,-9.27,-3.73,2.37,8.46,14.01,17.28
2024-11-05,-11.47,-5.92,0.18,6.27,11.82,15.09
2024-11-06,-14.09,-8.54,-2.44,3.65,9.2,12.47
2024-11-07,-14.74,-9.19,-3.1,2.99,8.54,11.82
2024-11-08,-11.52,-5.97,0.13,6.22,11.77,15.04
2024-11-11,-11.66,-6.11,-0.01,6.08,11.63,14.9
2024-11-12,-9.21,-3.66,2.43,8.53,14.07,17.35
2024-11-13,-7.25,-1.7,4.39,10.48,16.03,19.31
2024-11-14,-6.66,-1.11,4.98,11.07,16.62,19.9
2024-11-18,-7.25,-1.71,4.39,10.48,16.03,19.3
2024-11-19,-7.99,-2.44,3.66,9.75,15.3,18.57
2024-11-20,-8.08,-2.53,3.56,9.65,15.2,18.48
2024-11-21,-6.88,-1.33,4.76,10.86,16.41,19.68
2024-11-22,-7.75,-2.2,3.9,9.99,15.54,18.81
2024-11-25,-8.41,-2.86,3.23,9.33,14.87,18.15
2024-11-26,-9.98,-4.43,1.66,7.76,13.3,16.58
2024-11-27,-10.35,-4.8,1.29,7.38,12.93,16.21
2024-11-28,-10.4,-4.86,1.24,7.33,12.88,16.15
2024-11-29,-11.92,-6.37,-0.28,5.81,11.36,14.64
2024-12-02,-15.18,-9.64,-3.54,2.55,8.1,11.37
2024-12-03,-16.08,-10.53,-4.44,1.66,7.2,10.48
2024-12-04,-16.14,-10.59,-4.5,1.59,7.14,10.42
2024-12-05,-16.27,-10.73,-4.63,1.46,7.01,10.28
2024-12-06,-16.36,-10.81,-4.72,1.37,6.92,10.2
2024-12-09,-16.52,-10.97,-4.88,1.22,6.77,10.04
2024-12-10,-16.3,-10.75,-4.66,1.44,6.98,10.26
2024-12-11,-16.42,-10.87,-4.78,1.31,6.86,10.14
2024-12-12,-15.55,-10.0,-3.91,2.18,7.73,11.01
2024-12-13,-15.01,-9.46,-3.37,2.72,8.27,11.55
2024-12-16,-14.87,-9.32,-3.23,2.86,8.41,11.69
2024-12-17,-14.78,-9.23,-3.13,2.96,8.51,11.78
2024-12-18,-13.65,-8.11,-2.01,4.08,9.63,12.9
2024-12-19,-14.14,-8.59,-2.5,3.6,9.14,12.42
2024-12-20,-10.08,-4.53,1.57,7.66,13.21,16.48
2024-12-23,-9.84,-4.3,1.8,7.89,13.44,16.71
2024-10-28,-5.89,-0.35,5.75,11.84,17.39,20.66
2024-10-29,-7.1,-1.55,4.54,10.64,16.19,19.46
2024-10-30,-8.96,-3.41,2.69,8.78,14.33,17.6
2024-10-31,-11.28,-5.73,0.36,6.45,12.0,15.28
2024-11-01,-12.19,-6.64,-0.55,5.54,11.09,14.37
2024-11-04,-10.85,-5.3,0.8,6.89,12.44,15.71
2024-11-05,-11.96,-6.41,-0.32,5.78,11.33,14.6
2024-11-06,-14.15,-8.6,-2.51,3.59,9.13,12.41
2024-11-07,-14.24,-8.7,-2.6,3.49,9.04,12.31
2024-11-08,-11.88,-6.33,-0.23,5.86,11.41,14.68
2024-11-11,-11.77,-6.22,-0.13,5.97,11.52,14.79
2024-11-12,-8.14,-2.6,3.5,9.59,15.14,18.41
2024-11-13,-4.78,0.77,6.87,12.96,18.51,21.78
2024-11-14,-4.84,0.71,6.8,12.9,18.44,21.72
2024-11-18,-2.83,2.72,8.81,14.91,20.45,23.73
2024-11-19,-6.0,-0.45,5.64,11.74,17.29,20.56
2024-11-20,-5.75,-0.2,5.9,11.99,17.54,20.81
2024-11-21,-4.83,0.72,6.81,12.91,18.46,21.73
2024-11-22,-6.71,-1.17,4.93,11.02,16.57,19.84
2024-11-25,-8.5,-2.95,3.14,9.24,14.78,18.06
2024-11-26,-10.51,-4.96,1.13,7.23,12.78,16.05
2024-11-27,-10.84,-5.29,0.8,6.9,12.45,15.72
2024-11-28,-11.09,-5.54,0.55,6.64,12.19,15.47
2024-11-29,-12.05,-6.5,-0.41,5.69,11.23,14.51
2024-12-02,-13.26,-7.71,-1.62,4.47,10.02,13.3
2024-12-03,-13.52,-7.97,-1.88,4.22,9.76,13.04
2024-12-04,-14.13,-8.59,-2.49,3.6,9.15,12.42
2024-12-05,-14.46,-8.91,-2.82,3.27,8.82,12.1
2024-12-06,-14.13,-8.58,-2.48,3.61,9.16,12.43
2024-12-09,-15.47,-9.93,-3.83,2.26,7.81,11.08
2024-12-10,-15.8,-10.25,-4.16,1.93,7.48,10.76
2024-12-11,-16.7,-11.15,-5.06,1.04,6.59,9.86
2024-12-12,-15.48,-9.93,-3.84,2.26,7.81,11.08
2024-12-13,-16.23,-10.69,-4.59,1.5,7.05,10.32
